Certificate Number,Certificate
OGYÉI/28910-4/2022,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.11  Semi-solids 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.2  Batch Certification (list of product types) 1.3.2.2  Immunological products 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.11  Semi-solids 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological
OGYÉI/9750-5/2021,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.11  Semi-solids 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.2  Batch Certification (list of product types) 1.3.2.2  Immunological products 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.11  Semi-solids 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological
UP/I-530-10/21-03/03; 381-13-08/318-21-10,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical
sukls20324/2021,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: storage and distribution of blood components(en)
sukls3140/2021,
4208/21/01,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell Special Requirements               : 7  Other: Other(en) 1.2.1.2  Capsules, soft shell Special Requirements               : 7  Other: Other(en) 1.2.1.6  Liquids for internal use Special Requirements               : 7  Other: Other(en) 1.2.1.8  Other solid dosage forms Special Requirements               : 7  Other: Other(en) 1.2.1.11  Semi-solids Special Requirements               : 7  Other: Other(en) 1.2.1.13  Tablets Special Requirements               : 7  Other: Other(en) 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell Special Requirements               : 7  Other: Other(en) 1.5.1.2  Capsules, soft shell Special Requirements               : 7  Other: Other(en) 1.5.1.6  Liquids for internal use Special Requirements               : 7  Other: Other(en) 1.5.1.8  Other solid dosage forms Special Requirements               : 7  Other: Other(en) 1.5.1.11  Semi-solids Special Requirements               : 7  Other: Other(en) 1.5.1.13  Tablets Special Requirements               : 7  Other: Other(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.4  Other: [HV] Importación del intermedio que no está sometido a posteriores procesos (polvo con hormonas o sustancias con actividad hormonal)/ Importation of intermediate without any further processing activity (powder with hormones or substances with hormonal activity)(en)"
DE_HB_01_GMP_2021_0004,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.3.1.8  Other: Human plasma for fractionation from apheresis(en) 1.6  Quality control testing 1.6.4  Biological
DE_NI_02_GMP_2021_0006,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.8  Other solid dosage forms 1.2.1.17  Other: Powder intended for further processing(en) 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.8  Other solid dosage forms 1.5.1.17  Other non-sterile medicinal products: Powder intended for further processing(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
DK H 10000128,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: Powder for oral use(en) 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.2  Homoeopathic products
DK V 10000129,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: Powder for oral use(en) 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.2  Homoeopathic products
GMP-034-21.07.2021,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical
sukls18349/2021,
23/03/2021ARA,
ES/128HV/21,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.7  Medicinal gases 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.7  Medicinal gases 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
NCF/218/001/CAT,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms 1.2.1.13  Tablets 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
DE_SH_01_GMP_2021_0018,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.6  Liquids for internal use 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.4  Other: Importation of capsules and tablets as bulk products for further primary and secondary packaging, subsequently batch-certification.(en)"
2021/HPF/FR/108,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: pillules, powder(en) 1.2.1.11  Semi-solids 1.2.1.12  Suppositories 1.2.1.13  Tablets 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.4.1.2  Homoeopathic products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms: pillules, powder(en) 1.5.1.11  Semi-solids 1.5.1.12  Suppositories 1.5.1.13  Tablets 1.5.2  Secondary packaging"
2022_HPF_FR_114,
2022_HPF_FR_115,
21/03147-9,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification
21MPP019HVFR01,
399/2021/CGMP,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.3  Cell therapy products 1.3.2  Batch Certification (list of product types) 1.3.2.3  Cell therapy products 1.6  Quality control testing 1.6.4  Biological
131/2021/GMP,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.1  Large volume liquids 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.1.11  Semi-solids 1.2.2  Batch certification 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
2021/HPF/FR/056,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation
480790-13770539,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.2  Batch certification 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
ES/099HVI/21,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids Special Requirements               : 7  Other: Other(en) 1.1.3  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.2  Homoeopathic products 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
MT/010HM/2021,
MT/017HM/2021,
MT/018HM/2022,
NL/H 21/2027226V2,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical
sukls3912/2021,2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.3  Other importation activities 2.3.1  Site of physical importation
BE/GMP/2021/039,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
CG-HU/15V/2021.,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: granules(en) 1.2.1.13  Tablets 1.2.1.16  Veterinary premixes 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms: granules(en) 1.5.1.13  Tablets 1.5.1.16  Veterinary premixes 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
DE_ST_01_GMP_2021_0019,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical
OGYÉI/7479-5/2021,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation
sukls267280/2020,
482948-13772548,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation
BE/GMP/2021/006,2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing
DE_NW_01_GMP_2023_0009,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation
DE_NW_06_GMP_2021_0004,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging
DE_NW_06_GMP_2022_0021,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Storage of intermediate products Storage of raw materials(en) 1.5  Packaging 1.5.2  Secondary packaging
sukls10800/2021,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical
482116-13729375,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.6  Electron beam
484064-13923544,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.1.3  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.6  Human or animal extracted products 1.3.2  Batch Certification (list of product types) 1.3.2.6  Human or animal extracted products 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.1.4  Biological 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing
2021/HPF/FR/099,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.6  Other: sterile solution for unlicensed stock preparation(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
2021/HPF/FR/100,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids Special Requirements               : 7  Other: hormones, cytotoxics, others highly sensitising antibiotics, sulphonamide, substances with hormonal activity, immunodepressives(en) 1.1.1.2  Lyophilisates Special Requirements               : 7  Other: hormones, cytotoxics, others highly sensitising antibiotics, sulphonamide, substances with hormonal activity, immunodepressives(en) 1.1.1.4  Small volume liquids Special Requirements               : 7  Other: hormones, cytotoxics, others highly sensitising antibiotics, sulphonamide, substances with hormonal activity, immunodepressives(en) 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use Special Requirements               : 7  Other: hormones, cytotoxics, others highly sensitising antibiotics, sulphonamide, substances with hormonal activity, immunodepressives(en) 1.2.1.6  Liquids for internal use Special Requirements               : 7  Other: hormones, cytotoxics, others highly sensitising antibiotics, sulphonamide, substances with hormonal activity, immunodepressives(en) 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.3.1.2  Immunological products 1.3.1.5  Biotechnology products 1.3.2  Batch Certification (list of product types) 1.3.2.1  Blood products 1.3.2.2  Immunological products 1.3.2.5  Biotechnology products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
